Price,Close,High,Low,Open,Volume
Ticker,AARTIDRUGS.NS,AARTIDRUGS.NS,AARTIDRUGS.NS,AARTIDRUGS.NS,AARTIDRUGS.NS
Date,,,,,
2003-09-19,6.899260997772217,7.149702428492518,6.543795443027051,6.879064098256701,485600
2003-09-22,7.230492115020752,7.242610381502411,6.963892717866793,6.963892717866793,1109600
2003-09-23,7.517287731170654,7.5859570798161355,7.311279068873629,7.424381851774729,472800
2003-09-24,7.343594074249268,7.594035548865264,7.278963737927464,7.594035548865264,2187200
2003-09-25,7.234532356262207,7.497092148072182,7.222414088752686,7.311280356554693,817600
2003-09-26,7.577880382537842,7.598077291215864,7.291084032765646,7.291084032765646,740800
2003-09-29,7.953542709350586,7.957582337792247,7.751573614482762,7.755613242924424,781600
2003-09-30,8.195902824401855,8.28073006182329,8.066642771099163,8.078761035925162,759200
2003-10-01,8.167627334594727,8.397871902271383,8.119154891351307,8.361517723928959,832000
2003-10-02,8.167627334594727,8.167627334594727,8.167627334594727,8.167627334594727,0
2003-10-03,8.304966926574707,8.563487043611191,8.280730395944785,8.31708457552909,844000
2003-10-06,8.280729293823242,8.482698300989663,8.2322568553754,8.458461773585494,795200
2003-10-07,7.921225070953369,8.47462005270118,7.917185444080547,8.46654141531606,1020000
2003-10-08,7.957581996917725,8.240338717620384,7.896991271052869,8.240338717620384,811200
2003-10-09,8.212060928344727,8.357478260930064,7.9171860196469845,8.002013259258858,945600
2003-10-10,8.17166805267334,8.624078610613736,8.159549786154448,8.240337407799542,933600
2003-10-13,8.159547805786133,8.401910611898591,8.078760203748645,8.26053230833299,747200
2003-10-14,7.945462226867676,8.361518589115091,7.917186683413323,8.353439950465365,429600
2003-10-15,7.925265789031982,8.191865194705741,7.8363995259276145,7.997974773884885,399200
2003-10-16,7.896989345550537,8.15954909361232,7.8485168999497095,8.07876147882408,605600
2003-10-17,7.820239543914795,8.070680968389079,7.796003018556452,7.957578210650887,570400
2003-10-20,7.76772928237915,8.058564572240526,7.674823402133834,7.957580053791396,409600
2003-10-21,7.5011305809021,7.977777674067905,7.392067414452794,7.83639933554012,404000
2003-10-22,7.129505634307861,7.513246730772024,7.129505634307861,7.432459131516411,414400
2003-10-23,6.818475723266602,7.068917239330758,6.7740422826465405,7.068917239330758,478400
2003-10-24,6.749803066253662,6.814432765327538,6.479164159688087,6.745763440403884,463944
2003-10-27,6.765963077545166,7.020444200151824,6.745766172836077,6.786159982254256,172000
2003-10-28,6.503403186798096,6.907341272934624,6.4832062824912695,6.604387708332228,307200
2003-10-29,6.321630477905273,6.77404097030434,6.18833079823005,6.463008795302516,248000
2003-10-30,6.640741348266602,6.640741348266602,6.151976673696006,6.62458407268233,763200
2003-10-31,6.976009845733643,6.976009845733643,6.644780775341319,6.705371481499447,725600
2003-11-03,7.129505634307861,7.270883933005184,6.988127335610538,7.0285211352383445,613600
2003-11-04,7.008326530456543,7.21029559473483,6.988129624028715,7.129507969023515,439200
2003-11-05,6.9275383949279785,7.076995368222813,6.907341489986498,6.967932204810941,284000
2003-11-06,6.9517741203308105,7.028522103654077,6.86694688288042,6.86694688288042,628000
2003-11-07,6.899260997772217,7.008324131883909,6.866945835275301,6.9679303328528785,248800
2003-11-10,7.218372821807861,7.246648362002769,6.887143744466341,6.927537549419223,229600
2003-11-11,7.4203410148620605,7.581916216563402,7.230490276135079,7.270884076560415,1600800
2003-11-12,7.375909805297852,7.513248510011889,7.311279464043826,7.513248510011889,407200
2003-11-13,7.154876708984375,7.490517247625263,7.122131153479758,7.449585459386873,356800
2003-11-14,7.077106475830078,7.285858861579569,7.0116159844003185,7.142597591829408,249640
2003-11-17,6.999337673187256,7.187624199603795,6.937939974299648,7.12213307096247,317600
2003-11-18,6.96658992767334,7.101664947848919,6.937937802077186,7.019801374963053,354400
2003-11-19,6.761932373046875,6.9993369076955005,6.712814344222585,6.9993369076955005,174400
2003-11-20,6.520435333251953,7.040269025951914,6.47541010709533,6.753746449314336,465600
2003-11-21,6.385360240936279,6.630951019433828,6.36489434272815,6.426292037352537,228800
2003-11-24,6.532713890075684,6.630949935589938,6.426290986960619,6.434477219991883,256000
2003-11-25,6.5777387619018555,6.782397719176771,6.508154841342299,6.622763982330166,340800
2003-11-26,6.5777387619018555,6.5777387619018555,6.5777387619018555,6.5777387619018555,0
2003-11-27,6.5900187492370605,6.790584287429478,6.5490869557635385,6.790584287429478,169600
2003-11-28,6.467223167419434,6.663695894887865,6.426291375220576,6.6309503362148625,272800
2003-12-01,6.79058313369751,6.79058313369751,6.6309494161006635,6.66778777414009,297600
2003-12-02,6.639134883880615,6.95840290687463,6.614576189539183,6.720998447490905,314400
2003-12-03,6.970685005187988,6.974777810058812,6.671882768553562,6.7128145646796575,728800
2003-12-04,7.044361114501953,7.314510546307877,6.958404108045345,7.314510546307877,781600
2003-12-05,7.199903964996338,7.39637674614199,7.12213378839919,7.183531493471597,800000
2003-12-08,7.281765937805176,7.461866207013416,7.163063984461938,7.367722955446564,172000
2003-12-09,7.6337785720825195,7.646058233573501,7.3677219462458625,7.3677219462458625,570400
2003-12-10,7.547821521759033,7.965326262576181,7.4741448023861485,7.7279217652370935,436800
2003-12-11,7.9121174812316895,7.928489952265291,7.531451596287971,7.531451596287971,557600
2003-12-12,8.305061340332031,8.309154769849474,7.817973207099752,8.01444595711357,816000
2003-12-15,8.67344856262207,8.722567224500317,8.272317404127739,8.530187256139886,843200
2003-12-16,8.440135955810547,8.988622380415114,8.268222542707775,8.988622380415114,1041600
2003-12-17,8.759404182434082,8.865827099898983,8.521999645099045,8.542465542721555,1097600
2003-12-18,8.886293411254883,9.045927170314929,8.767590824775924,8.923131778862691,1103200
2003-12-19,9.320168495178223,9.332448157141002,8.923130255512012,9.00499383583781,1626400
2003-12-22,9.328356742858887,9.578040966602467,9.209654775579295,9.496177368597317,1578400
2003-12-23,8.861734390258789,9.414313670944672,8.861734390258789,9.168722879528724,615200
2003-12-24,8.804428100585938,8.906757573514321,8.677539304326928,8.677539304326928,450400
2003-12-25,8.804428100585938,8.804428100585938,8.804428100585938,8.804428100585938,0
2003-12-26,8.808521270751953,8.984528096415694,8.759403246619401,8.800335037491456,303200
2003-12-29,8.71437931060791,8.91903829511791,8.636609146321973,8.914945490169503,408000
2003-12-30,8.464694023132324,9.004993508742999,8.292780635606592,8.849452586859895,196800
2003-12-31,8.186358451843262,8.46469476411985,8.145426659584045,8.391017413139343,403200
2004-01-01,8.243664741516113,8.431951282109562,8.186360468067535,8.186360468067535,302400
2004-01-02,8.644793510437012,8.657073171764766,8.24366186267065,8.26822118532616,633600
2004-01-05,8.505626678466797,8.84126725489616,8.472881119275486,8.702099409045076,390400
2004-01-06,8.129054069519043,8.64888769843231,8.104494744707251,8.513812661106607,417600
2004-01-07,8.014444351196289,8.431948470961038,7.858903429245238,8.145425950103137,278400
2004-01-08,8.129054069519043,8.30915370290693,8.02263116142738,8.030817394841453,331200
2004-01-09,8.09631061553955,8.431951269306746,8.022633246524865,8.186360455637617,452000
2004-01-12,8.010350227355957,8.268220598663824,7.940766317528622,8.268220598663824,364000
2004-01-13,7.993978500366211,8.108587634247176,7.867089704896298,8.104494205527683,256800
2004-01-14,7.867089748382568,8.067655889925293,7.858903515467864,8.067655889925293,259200
2004-01-15,7.813878059387207,8.223195938340323,7.699269552935948,8.17817134639719,366400
2004-01-16,7.486425876617432,7.899837301279085,7.425028177384692,7.858905501790592,436000
2004-01-19,7.535543918609619,7.768855031675354,7.367723304620951,7.768855031675354,174400
2004-01-20,7.494610786437988,7.8097854355923415,7.3677219912060705,7.8097854355923415,281600
2004-01-21,7.122133255004883,7.445494227674348,7.122133255004883,7.367724056901603,187200
2004-01-22,6.766026496887207,7.081201224146253,6.766026496887207,6.802864866144486,150400
2004-01-23,6.528621673583984,6.5572738067986345,6.43038560982814,6.549087572247258,267200
2004-01-26,6.528621673583984,6.528621673583984,6.528621673583984,6.528621673583984,0
2004-01-27,6.839700698852539,6.856073161051171,6.5654572727549745,6.712811930820251,339200
2004-01-28,6.626857280731201,7.1221322440844625,6.59411234478191,6.958405066059532,335200
2004-01-29,6.675975322723389,6.925658871615391,6.639136336297985,6.876540847617748,257600
2004-01-30,6.524526596069336,6.864260552984154,6.405824663631757,6.864260552984154,275200
2004-02-02,6.524526596069336,6.524526596069336,6.524526596069336,6.524526596069336,0
2004-02-03,6.22163200378418,6.712813477767142,6.22163200378418,6.712813477767142,174400
2004-02-04,5.980135917663574,6.28303097202451,5.9351106901860184,6.139769679502778,428800
2004-02-05,5.755010604858398,6.131582992506927,5.730451278124302,6.131582992506927,192000
2004-02-06,5.5094194412231445,5.885991801902371,5.476673882779391,5.88189837288331,110400
2004-02-09,5.7304511070251465,5.787755368267556,5.476674111485097,5.484860345295497,126400
2004-02-10,5.91464376449585,6.016973241390241,5.734544134989544,5.853246078359214,183200
2004-02-11,6.1193013191223145,6.213444541253465,5.873710630729446,5.935108302827663,140800
2004-02-12,6.074277400970459,6.426291045655861,5.935109564459235,6.303495675356705,242400
2004-02-13,6.381265640258789,6.381265640258789,6.057904757747384,6.180700124458479,151200
2004-02-16,6.569553375244141,6.700534999867788,6.409919617823078,6.409919617823078,168800
2004-02-17,6.602298736572266,6.83151641654398,6.561366941087713,6.794678050435736,97600
2004-02-18,6.905192852020264,6.933844980122678,6.798770572701359,6.798770572701359,180800
2004-02-19,6.561365127563477,7.154875998046439,6.561365127563477,7.081198661624317,235200
2004-02-20,6.512248992919922,6.630950951482807,6.266658216939077,6.409919502927903,137600
2004-02-23,6.401731014251709,6.753744620032722,6.377172317647824,6.540899459951648,152000
2004-02-24,6.528621673583984,6.70872133199292,6.385360382941076,6.426292180267621,215200
2004-02-25,6.557272911071777,6.753745636314853,6.549086677638645,6.585925040372532,308800
2004-02-26,6.549087047576904,6.69644175597523,6.508155253529549,6.590018841624261,206400
2004-02-27,6.446756839752197,6.569552208128429,6.426290945022825,6.5654587793547385,152800
2004-03-01,6.446756839752197,6.549086313399057,6.397638817315612,6.549086313399057,148800
2004-03-02,6.446756839752197,6.446756839752197,6.446756839752197,6.446756839752197,0
2004-03-03,6.426292419433594,6.704628776526819,6.377174385727656,6.692349111957914,150400
2004-03-04,6.238004207611084,6.508154256776796,6.221631742327502,6.467222468998325,182400
2004-03-05,6.381265640258789,6.794676958013957,6.303495491169574,6.385359068976972,146400
2004-03-08,6.414012908935547,6.606392243237258,6.344428974133187,6.344428974133187,174400
2004-03-09,6.328057289123535,6.508156980905591,6.25437991536914,6.4058274686272005,199200
2004-03-10,6.352614402770996,6.442664226058791,6.303496374120345,6.442664226058791,143200
2004-03-11,6.4590373039245605,6.831516259531312,6.344428154288015,6.418105509380767,516800
2004-03-12,6.377172946929932,6.549086338398996,6.344427390324028,6.5081545487840025,145600
2004-03-15,6.393544673919678,6.725092381305417,6.31577453246844,6.5736449021496295,138400
2004-03-16,6.1847944259643555,6.4549438961100805,6.152048865306492,6.34442817538821,298400
